invoice_id,Branch,City,category, unit_price ,quantity,date,time,payment_method,rating,profit_margin, Revenue , Profit 
4936,WALM068,Burleson,Fashion accessories,$20.00 ,1,17/10/21,5:08:00 PM,Credit card,6,0.33,$20.00 ,$6.60 
4937,WALM047,Flower Mound,Home and lifestyle,$27.00 ,2,18/10/23,7:11:00 PM,Credit card,5,0.48,$54.00 ,$25.92 
4938,WALM042,Bryan,Fashion accessories,$78.00 ,3,7/11/2023,3:09:00 PM,Credit card,9,0.48,$234.00 ,$112.32 
4939,WALM005,Fort Worth,Home and lifestyle,$73.00 ,2,20/11/23,3:39:00 PM,Credit card,6,0.48,$146.00 ,$70.08 
4940,WALM034,College Station,Fashion accessories,$28.00 ,3,19/10/23,8:16:00 PM,Credit card,4,0.48,$84.00 ,$40.32 
4941,WALM096,Eagle Pass,Home and lifestyle,$63.00 ,3,1/11/2023,8:04:00 PM,Credit card,6,0.18,$189.00 ,$34.02 
4942,WALM036,Allen,Fashion accessories,$16.00 ,1,2/12/2023,6:58:00 PM,Credit card,8,0.48,$16.00 ,$7.68 
4943,WALM071,Lufkin,Home and lifestyle,$26.00 ,1,16/09/21,6:19:00 PM,Credit card,9,0.33,$26.00 ,$8.58 
4944,WALM043,Baytown,Fashion accessories,$27.00 ,3,26/10/21,7:33:00 PM,Credit card,4,0.48,$81.00 ,$38.88 
4945,WALM001,Houston,Home and lifestyle,$83.00 ,2,12/10/2022,7:59:00 PM,Credit card,6,0.36,$166.00 ,$59.76 
4946,WALM034,College Station,Fashion accessories,$70.00 ,3,24/09/22,3:25:00 PM,Credit card,5,0.48,$210.00 ,$100.80 
4947,WALM002,Dallas,Home and lifestyle,$71.00 ,3,29/10/23,4:26:00 PM,Credit card,5,0.36,$213.00 ,$76.68 
4948,WALM034,College Station,Fashion accessories,$55.00 ,2,5/8/2021,8:21:00 PM,Credit card,9,0.48,$110.00 ,$52.80 
4949,WALM026,Denton,Home and lifestyle,$20.00 ,1,21/08/20,3:46:00 PM,Credit card,7,0.48,$20.00 ,$9.60 
4950,WALM081,Friendswood,Fashion accessories,$48.00 ,1,12/12/2022,8:05:00 PM,Credit card,7,0.33,$48.00 ,$15.84 
4951,WALM005,Fort Worth,Home and lifestyle,$41.00 ,2,1/12/2021,4:39:00 PM,Credit card,6,0.48,$82.00 ,$39.36 
4952,WALM078,Del Rio,Fashion accessories,$81.00 ,3,1/10/2022,8:41:00 PM,Credit card,4,0.33,$243.00 ,$80.19 
4953,WALM045,Missouri City,Home and lifestyle,$62.00 ,1,7/11/2021,6:24:00 PM,Credit card,4,0.48,$62.00 ,$29.76 
4954,WALM069,Rockwall,Fashion accessories,$23.00 ,3,31/12/23,3:54:00 PM,Credit card,8,0.33,$69.00 ,$22.77 
4955,WALM095,Big Spring,Home and lifestyle,$66.00 ,3,31/08/20,7:03:00 PM,Credit card,8,0.33,$198.00 ,$65.34 
4956,WALM088,Cleburne,Fashion accessories,$63.00 ,2,15/10/21,6:48:00 PM,Credit card,5,0.33,$126.00 ,$41.58 
4957,WALM036,Allen,Home and lifestyle,$27.00 ,2,18/12/22,3:34:00 PM,Credit card,9,0.48,$54.00 ,$25.92 
4958,WALM057,Euless,Fashion accessories,$36.00 ,2,20/11/20,8:25:00 PM,Credit card,7,0.33,$72.00 ,$23.76 
4959,WALM090,Brownwood,Home and lifestyle,$53.00 ,1,25/12/23,6:12:00 PM,Credit card,6,0.33,$53.00 ,$17.49 
4960,WALM015,Grand Prairie,Fashion accessories,$65.00 ,1,19/12/23,7:40:00 PM,Credit card,5,0.48,$65.00 ,$31.20 
4961,WALM071,Lufkin,Home and lifestyle,$38.00 ,2,14/08/23,4:23:00 PM,Credit card,4,0.33,$76.00 ,$25.08 
4962,WALM016,Brownsville,Fashion accessories,$75.00 ,1,15/09/21,6:30:00 PM,Credit card,7,0.48,$75.00 ,$36.00 
4963,WALM051,New Braunfels,Home and lifestyle,$57.00 ,2,6/10/2023,6:49:00 PM,Credit card,8,0.48,$114.00 ,$54.72 
4964,WALM040,Edinburg,Fashion accessories,$20.00 ,1,12/9/2020,8:19:00 PM,Credit card,8,0.48,$20.00 ,$9.60 
4965,WALM091,Little Elm,Home and lifestyle,$62.00 ,3,13/09/21,7:20:00 PM,Credit card,4,0.33,$186.00 ,$61.38 
4966,WALM093,Angleton,Fashion accessories,$26.00 ,1,3/9/2020,5:20:00 PM,Credit card,5,0.33,$26.00 ,$8.58 
4967,WALM044,Pharr,Home and lifestyle,$67.00 ,1,6/8/2023,7:29:00 PM,Credit card,8,0.48,$67.00 ,$32.16 
4968,WALM064,Bedford,Fashion accessories,$81.00 ,2,30/09/20,4:47:00 PM,Credit card,9,0.33,$162.00 ,$53.46 
4969,WALM024,Carrollton,Home and lifestyle,$36.00 ,3,7/10/2023,3:29:00 PM,Credit card,6,0.48,$108.00 ,$51.84 
4970,WALM070,Hurst,Fashion accessories,$70.00 ,3,7/8/2020,8:11:00 PM,Credit card,7,0.33,$210.00 ,$69.30 
4971,WALM057,Euless,Home and lifestyle,$42.00 ,2,7/11/2020,5:47:00 PM,Credit card,9,0.33,$84.00 ,$27.72 
4972,WALM068,Burleson,Fashion accessories,$46.00 ,1,26/11/21,6:05:00 PM,Credit card,8,0.33,$46.00 ,$15.18 
4973,WALM061,Cedar Park,Home and lifestyle,$76.00 ,2,21/12/20,6:56:00 PM,Credit card,7,0.33,$152.00 ,$50.16 
4974,WALM078,Del Rio,Fashion accessories,$35.00 ,3,29/10/20,3:23:00 PM,Credit card,4,0.33,$105.00 ,$34.65 
4975,WALM049,North Richland Hills,Home and lifestyle,$83.00 ,2,2/9/2023,4:42:00 PM,Credit card,4,0.48,$166.00 ,$79.68 
4976,WALM020,Killeen,Fashion accessories,$55.00 ,2,1/10/2021,3:48:00 PM,Credit card,4,0.48,$110.00 ,$52.80 
4977,WALM090,Brownwood,Home and lifestyle,$41.00 ,3,1/12/2021,3:57:00 PM,Credit card,7,0.33,$123.00 ,$40.59 
4978,WALM078,Del Rio,Fashion accessories,$72.00 ,1,20/08/22,6:46:00 PM,Credit card,9,0.33,$72.00 ,$23.76 
4979,WALM028,Odessa,Home and lifestyle,$65.00 ,2,13/08/21,8:12:00 PM,Credit card,5,0.48,$130.00 ,$62.40 
4980,WALM058,Port Arthur,Fashion accessories,$35.00 ,1,20/09/20,6:10:00 PM,Credit card,5,0.33,$35.00 ,$11.55 
4981,WALM017,McKinney,Home and lifestyle,$58.00 ,3,6/11/2021,3:05:00 PM,Credit card,8,0.48,$174.00 ,$83.52 
4982,WALM001,Houston,Fashion accessories,$67.00 ,1,24/12/23,8:40:00 PM,Credit card,8,0.36,$67.00 ,$24.12 
4983,WALM037,League City,Home and lifestyle,$56.00 ,1,28/09/23,4:59:00 PM,Credit card,9,0.48,$56.00 ,$26.88 
4984,WALM017,McKinney,Fashion accessories,$67.00 ,3,30/11/23,8:21:00 PM,Credit card,4,0.48,$201.00 ,$96.48 
4985,WALM024,Carrollton,Home and lifestyle,$79.00 ,1,22/09/21,5:21:00 PM,Credit card,6,0.48,$79.00 ,$37.92 
4986,WALM083,Farmers Branch,Fashion accessories,$43.00 ,3,5/10/2020,7:05:00 PM,Credit card,8,0.33,$129.00 ,$42.57 
4987,WALM052,Mansfield,Home and lifestyle,$61.00 ,1,31/10/23,3:17:00 PM,Credit card,8,0.57,$61.00 ,$34.77 
4988,WALM059,Pflugerville,Fashion accessories,$57.00 ,3,25/09/22,6:15:00 PM,Credit card,9,0.33,$171.00 ,$56.43 
4989,WALM098,Mineral Wells,Home and lifestyle,$82.00 ,2,27/12/23,6:35:00 PM,Credit card,9,0.18,$164.00 ,$29.52 
4990,WALM060,DeSoto,Fashion accessories,$62.00 ,1,20/11/23,3:59:00 PM,Credit card,5,0.33,$62.00 ,$20.46 
4991,WALM015,Grand Prairie,Home and lifestyle,$63.00 ,2,29/11/23,4:49:00 PM,Credit card,9,0.48,$126.00 ,$60.48 
4992,WALM059,Pflugerville,Fashion accessories,$64.00 ,3,1/10/2021,4:05:00 PM,Credit card,8,0.33,$192.00 ,$63.36 
4993,WALM017,McKinney,Home and lifestyle,$43.00 ,1,20/08/20,5:51:00 PM,Credit card,6,0.48,$43.00 ,$20.64 
4994,WALM043,Baytown,Fashion accessories,$70.00 ,3,1/12/2020,5:11:00 PM,Credit card,6,0.48,$210.00 ,$100.80 
4995,WALM009,Plano,Home and lifestyle,$39.00 ,3,21/11/23,7:11:00 PM,Credit card,6,0.48,$117.00 ,$56.16 
4996,WALM001,Houston,Fashion accessories,$70.00 ,3,1/10/2021,5:57:00 PM,Credit card,8,0.36,$210.00 ,$75.60 
4997,WALM060,DeSoto,Home and lifestyle,$19.00 ,3,15/09/21,5:59:00 PM,Credit card,8,0.33,$57.00 ,$18.81 
4998,WALM083,Farmers Branch,Fashion accessories,$67.00 ,2,17/09/20,8:35:00 PM,Credit card,5,0.33,$134.00 ,$44.22 
4999,WALM023,Midland,Home and lifestyle,$65.00 ,2,8/12/2023,8:48:00 PM,Credit card,6,0.48,$130.00 ,$62.40 
5000,WALM052,Mansfield,Fashion accessories,$50.00 ,2,21/10/22,4:17:00 PM,Credit card,7,0.57,$100.00 ,$57.00 
5001,WALM068,Burleson,Home and lifestyle,$29.00 ,3,2/12/2023,7:45:00 PM,Credit card,5,0.33,$87.00 ,$28.71 
5002,WALM085,Kerrville,Fashion accessories,$38.00 ,3,20/08/22,7:29:00 PM,Credit card,5,0.33,$114.00 ,$37.62 
5003,WALM051,New Braunfels,Home and lifestyle,$84.00 ,1,13/11/22,6:29:00 PM,Credit card,9,0.48,$84.00 ,$40.32 
5004,WALM063,Georgetown,Fashion accessories,$33.00 ,1,17/12/23,5:14:00 PM,Credit card,4,0.33,$33.00 ,$10.89 
5005,WALM072,Lancaster,Home and lifestyle,$61.00 ,3,25/08/20,4:37:00 PM,Credit card,4,0.33,$183.00 ,$60.39 
5006,WALM031,Lewisville,Fashion accessories,$53.00 ,1,20/08/23,5:39:00 PM,Credit card,5,0.48,$53.00 ,$25.44 
5007,WALM012,Garland,Home and lifestyle,$47.00 ,3,15/08/21,6:41:00 PM,Credit card,8,0.48,$141.00 ,$67.68 
5008,WALM069,Rockwall,Fashion accessories,$83.00 ,1,15/12/23,5:08:00 PM,Credit card,9,0.33,$83.00 ,$27.39 
5009,WALM048,Harlingen,Home and lifestyle,$61.00 ,3,2/8/2022,7:48:00 PM,Credit card,4,0.48,$183.00 ,$87.84 
5010,WALM063,Georgetown,Fashion accessories,$26.00 ,1,17/12/21,7:05:00 PM,Credit card,8,0.33,$26.00 ,$8.58 
5011,WALM008,Corpus Christi,Home and lifestyle,$73.00 ,3,29/09/23,7:08:00 PM,Credit card,8,0.48,$219.00 ,$105.12 
5012,WALM052,Mansfield,Fashion accessories,$16.00 ,2,6/11/2022,7:16:00 PM,Credit card,4,0.57,$32.00 ,$18.24 
5013,WALM072,Lancaster,Home and lifestyle,$75.00 ,1,28/11/20,8:57:00 PM,Credit card,9,0.33,$75.00 ,$24.75 
5014,WALM041,Mission,Fashion accessories,$34.00 ,3,26/10/23,7:44:00 PM,Cash,6,0.48,$102.00 ,$48.96 
5015,WALM018,Frisco,Home and lifestyle,$20.00 ,1,22/09/21,3:40:00 PM,Credit card,6,0.48,$20.00 ,$9.60 
5016,WALM023,Midland,Fashion accessories,$24.00 ,3,21/08/22,5:40:00 PM,Credit card,8,0.48,$72.00 ,$34.56 
5017,WALM007,Arlington,Home and lifestyle,$63.00 ,2,4/8/2023,8:57:00 PM,Credit card,5,0.48,$126.00 ,$60.48 
5018,WALM052,Mansfield,Fashion accessories,$29.00 ,1,15/08/22,7:50:00 PM,Credit card,9,0.57,$29.00 ,$16.53 
5019,WALM067,Haltom City,Home and lifestyle,$79.00 ,1,22/11/21,7:16:00 PM,Credit card,8,0.33,$79.00 ,$26.07 
5020,WALM041,Mission,Fashion accessories,$21.00 ,2,24/09/21,7:56:00 PM,Cash,9,0.48,$42.00 ,$20.16 
5021,WALM096,Eagle Pass,Home and lifestyle,$73.00 ,1,14/11/20,6:11:00 PM,Credit card,8,0.18,$73.00 ,$13.14 
5022,WALM031,Lewisville,Fashion accessories,$30.00 ,2,28/09/22,8:49:00 PM,Credit card,7,0.48,$60.00 ,$28.80 
5023,WALM080,Nacogdoches,Home and lifestyle,$82.00 ,1,20/10/22,3:59:00 PM,Credit card,9,0.33,$82.00 ,$27.06 
5024,WALM041,Mission,Fashion accessories,$48.00 ,1,17/10/22,4:07:00 PM,Cash,9,0.48,$48.00 ,$23.04 
5025,WALM051,New Braunfels,Home and lifestyle,$81.00 ,3,4/10/2021,7:41:00 PM,Credit card,5,0.48,$243.00 ,$116.64 
5026,WALM095,Big Spring,Fashion accessories,$69.00 ,2,4/10/2020,7:49:00 PM,Credit card,5,0.33,$138.00 ,$45.54 
5027,WALM009,Plano,Home and lifestyle,$16.00 ,3,2/8/2020,6:43:00 PM,Credit card,7,0.48,$48.00 ,$23.04 
5028,WALM019,Pasadena,Fashion accessories,$67.00 ,3,7/9/2022,8:57:00 PM,Credit card,6,0.48,$201.00 ,$96.48 
5029,WALM040,Edinburg,Home and lifestyle,$45.00 ,1,8/8/2022,8:29:00 PM,Credit card,4,0.48,$45.00 ,$21.60 
5030,WALM096,Eagle Pass,Fashion accessories,$32.00 ,3,18/09/22,4:39:00 PM,Credit card,4,0.18,$96.00 ,$17.28 
5031,WALM040,Edinburg,Home and lifestyle,$73.00 ,1,28/08/22,6:02:00 PM,Credit card,4,0.48,$73.00 ,$35.04 
5032,WALM058,Port Arthur,Fashion accessories,$84.00 ,2,22/11/23,4:53:00 PM,Credit card,8,0.33,$168.00 ,$55.44 
5033,WALM081,Friendswood,Home and lifestyle,$83.00 ,1,21/10/23,8:24:00 PM,Credit card,8,0.33,$83.00 ,$27.39 
5034,WALM010,Laredo,Fashion accessories,$16.00 ,1,11/10/2021,3:19:00 PM,Credit card,9,0.48,$16.00 ,$7.68 
5035,WALM079,La Porte,Home and lifestyle,$35.00 ,2,6/11/2022,5:47:00 PM,Credit card,6,0.33,$70.00 ,$23.10 
5036,WALM044,Pharr,Fashion accessories,$35.00 ,3,22/09/21,5:38:00 PM,Credit card,7,0.48,$105.00 ,$50.40 
5037,WALM095,Big Spring,Home and lifestyle,$49.00 ,2,18/09/22,3:55:00 PM,Credit card,8,0.33,$98.00 ,$32.34 
5038,WALM070,Hurst,Fashion accessories,$60.00 ,2,3/9/2022,5:14:00 PM,Credit card,5,0.33,$120.00 ,$39.60 
5039,WALM006,El Paso,Home and lifestyle,$82.00 ,1,14/08/22,7:54:00 PM,Credit card,5,0.48,$82.00 ,$39.36 
5040,WALM100,Canyon,Fashion accessories,$15.00 ,3,14/11/23,7:01:00 PM,Credit card,7,0.18,$45.00 ,$8.10 
5041,WALM005,Fort Worth,Home and lifestyle,$30.00 ,1,6/10/2022,4:33:00 PM,Credit card,6,0.48,$30.00 ,$14.40 
5042,WALM002,Dallas,Fashion accessories,$67.00 ,1,20/09/21,3:36:00 PM,Credit card,5,0.36,$67.00 ,$24.12 
5043,WALM014,Amarillo,Home and lifestyle,$50.00 ,3,6/8/2021,8:14:00 PM,Credit card,9,0.48,$150.00 ,$72.00 
5044,WALM051,New Braunfels,Fashion accessories,$68.00 ,1,7/10/2023,7:00:00 PM,Credit card,7,0.57,$68.00 ,$38.76 
5045,WALM060,DeSoto,Home and lifestyle,$19.00 ,2,3/12/2020,6:47:00 PM,Credit card,7,0.33,$38.00 ,$12.54 
5046,WALM039,Longview,Fashion accessories,$15.00 ,3,30/10/23,6:11:00 PM,Credit card,4,0.48,$45.00 ,$21.60 
5047,WALM028,Odessa,Home and lifestyle,$58.00 ,3,2/9/2021,5:27:00 PM,Credit card,8,0.48,$174.00 ,$83.52 
5048,WALM006,El Paso,Fashion accessories,$83.00 ,1,22/09/22,6:11:00 PM,Credit card,4,0.48,$83.00 ,$39.84 
5049,WALM036,Allen,Home and lifestyle,$27.00 ,1,28/12/23,4:18:00 PM,Credit card,9,0.48,$27.00 ,$12.96 
5050,WALM070,Hurst,Fashion accessories,$67.00 ,2,27/11/22,3:50:00 PM,Credit card,9,0.33,$134.00 ,$44.22 
5051,WALM078,Del Rio,Home and lifestyle,$64.00 ,2,10/9/2022,7:07:00 PM,Credit card,6,0.33,$128.00 ,$42.24 
5052,WALM033,Pearland,Fashion accessories,$49.00 ,2,18/08/22,5:14:00 PM,Credit card,5,0.48,$98.00 ,$47.04 
5053,WALM026,Denton,Home and lifestyle,$27.00 ,2,30/11/22,4:09:00 PM,Credit card,5,0.48,$54.00 ,$25.92 
5054,WALM027,Abilene,Fashion accessories,$53.00 ,3,2/10/2021,6:02:00 PM,Credit card,8,0.48,$159.00 ,$76.32 
5055,WALM072,Lancaster,Home and lifestyle,$19.00 ,2,2/9/2020,5:21:00 PM,Credit card,6,0.33,$38.00 ,$12.54 
5056,WALM033,Pearland,Fashion accessories,$26.00 ,3,27/11/23,7:10:00 PM,Credit card,6,0.48,$78.00 ,$37.44 
5057,WALM019,Pasadena,Home and lifestyle,$29.00 ,3,14/10/23,6:18:00 PM,Credit card,6,0.48,$87.00 ,$41.76 
5058,WALM013,Irving,Fashion accessories,$68.00 ,1,11/11/2020,4:12:00 PM,Credit card,9,0.48,$68.00 ,$32.64 
5059,WALM095,Big Spring,Home and lifestyle,$25.00 ,3,11/10/2020,5:37:00 PM,Credit card,6,0.33,$75.00 ,$24.75 
5060,WALM031,Lewisville,Fashion accessories,$46.00 ,2,16/10/22,7:40:00 PM,Credit card,9,0.48,$92.00 ,$44.16 
5061,WALM068,Burleson,Home and lifestyle,$75.00 ,2,28/10/23,3:32:00 PM,Credit card,6,0.33,$150.00 ,$49.50 
5062,WALM076,Huntsville,Fashion accessories,$19.00 ,2,14/11/23,8:55:00 PM,Credit card,5,0.33,$38.00 ,$12.54 
5063,WALM013,Irving,Home and lifestyle,$65.00 ,3,9/11/2022,4:03:00 PM,Credit card,9,0.48,$195.00 ,$93.60 
5064,WALM044,Pharr,Fashion accessories,$40.00 ,2,25/10/20,8:47:00 PM,Credit card,5,0.48,$80.00 ,$38.40 
5065,WALM098,Mineral Wells,Home and lifestyle,$60.00 ,3,17/10/23,6:42:00 PM,Credit card,9,0.18,$180.00 ,$32.40 
5066,WALM021,McAllen,Fashion accessories,$79.00 ,2,25/10/21,3:55:00 PM,Credit card,9,0.48,$158.00 ,$75.84 
5067,WALM020,Killeen,Home and lifestyle,$30.00 ,1,31/10/20,7:13:00 PM,Credit card,9,0.48,$30.00 ,$14.40 
5068,WALM017,McKinney,Fashion accessories,$68.00 ,3,16/10/22,5:02:00 PM,Credit card,8,0.48,$204.00 ,$97.92 
5069,WALM031,Lewisville,Home and lifestyle,$19.00 ,2,20/08/22,7:13:00 PM,Credit card,4,0.48,$38.00 ,$18.24 
5070,WALM044,Pharr,Fashion accessories,$68.00 ,1,10/11/2020,5:42:00 PM,Credit card,8,0.48,$68.00 ,$32.64 
5071,WALM034,College Station,Home and lifestyle,$28.00 ,1,6/9/2021,7:26:00 PM,Credit card,6,0.48,$28.00 ,$13.44 
5072,WALM076,Huntsville,Fashion accessories,$49.00 ,2,2/12/2022,4:40:00 PM,Credit card,9,0.33,$98.00 ,$32.34 
5073,WALM097,Alice,Home and lifestyle,$37.00 ,1,29/09/23,5:03:00 PM,Credit card,5,0.18,$37.00 ,$6.66 
5074,WALM013,Irving,Fashion accessories,$18.00 ,2,22/08/20,7:00:00 PM,Credit card,9,0.48,$36.00 ,$17.28 
5075,WALM052,Mansfield,Home and lifestyle,$70.00 ,3,26/12/21,4:55:00 PM,Credit card,8,0.57,$210.00 ,$119.70 
5076,WALM078,Del Rio,Fashion accessories,$70.00 ,3,25/12/21,4:30:00 PM,Credit card,6,0.33,$210.00 ,$69.30 
5077,WALM022,Mesquite,Home and lifestyle,$47.00 ,2,8/8/2023,7:04:00 PM,Credit card,6,0.48,$94.00 ,$45.12 
5078,WALM020,Killeen,Fashion accessories,$65.00 ,1,3/11/2023,5:53:00 PM,Credit card,8,0.48,$65.00 ,$31.20 
5079,WALM014,Amarillo,Home and lifestyle,$62.00 ,2,30/09/22,8:20:00 PM,Credit card,4,0.48,$124.00 ,$59.52 
5080,WALM070,Hurst,Fashion accessories,$27.00 ,2,12/11/2023,4:01:00 PM,Credit card,8,0.33,$54.00 ,$17.82 
5081,WALM006,El Paso,Home and lifestyle,$64.00 ,2,21/11/23,3:56:00 PM,Credit card,5,0.48,$128.00 ,$61.44 
5082,WALM010,Laredo,Fashion accessories,$78.00 ,2,18/08/23,3:47:00 PM,Credit card,9,0.48,$156.00 ,$74.88 
5083,WALM063,Georgetown,Home and lifestyle,$71.00 ,2,11/11/2021,6:14:00 PM,Credit card,6,0.33,$142.00 ,$46.86 
5084,WALM049,North Richland Hills,Fashion accessories,$83.00 ,1,27/10/21,7:57:00 PM,Credit card,5,0.48,$83.00 ,$39.84 
5085,WALM005,Fort Worth,Home and lifestyle,$48.00 ,2,10/9/2020,5:44:00 PM,Credit card,8,0.48,$96.00 ,$46.08 
5086,WALM078,Del Rio,Fashion accessories,$69.00 ,3,17/10/21,4:39:00 PM,Credit card,5,0.33,$207.00 ,$68.31 
5087,WALM066,Grapevine,Home and lifestyle,$37.00 ,3,11/11/2020,7:07:00 PM,Credit card,5,0.33,$111.00 ,$36.63 
5088,WALM041,Mission,Fashion accessories,$17.00 ,1,3/8/2020,3:08:00 PM,Cash,6,0.48,$17.00 ,$8.16 
5089,WALM092,Lake Jackson,Home and lifestyle,$19.00 ,1,21/08/21,5:02:00 PM,Credit card,9,0.33,$19.00 ,$6.27 
5090,WALM004,Austin,Fashion accessories,$67.00 ,2,30/10/22,8:10:00 PM,Credit card,6,0.48,$134.00 ,$64.32 
5091,WALM027,Abilene,Home and lifestyle,$66.00 ,2,1/9/2023,7:14:00 PM,Credit card,4,0.48,$132.00 ,$63.36 
5092,WALM011,Lubbock,Fashion accessories,$18.00 ,1,22/09/20,6:30:00 PM,Credit card,7,0.48,$18.00 ,$8.64 
5093,WALM020,Killeen,Home and lifestyle,$28.00 ,3,4/9/2021,8:16:00 PM,Credit card,7,0.48,$84.00 ,$40.32 
5094,WALM014,Amarillo,Fashion accessories,$28.00 ,2,2/10/2022,8:04:00 PM,Credit card,8,0.48,$56.00 ,$26.88 
5095,WALM026,Denton,Home and lifestyle,$73.00 ,3,30/12/20,3:17:00 PM,Credit card,9,0.48,$219.00 ,$105.12 
5096,WALM067,Haltom City,Fashion accessories,$51.00 ,1,22/10/21,6:03:00 PM,Credit card,4,0.33,$51.00 ,$16.83 
5097,WALM081,Friendswood,Home and lifestyle,$59.00 ,3,13/08/20,4:00:00 PM,Credit card,4,0.33,$177.00 ,$58.41 
5098,WALM028,Odessa,Fashion accessories,$60.00 ,3,4/9/2022,8:09:00 PM,Credit card,5,0.48,$180.00 ,$86.40 
5099,WALM009,Plano,Home and lifestyle,$42.00 ,2,26/10/23,5:21:00 PM,Credit card,9,0.48,$84.00 ,$40.32 
5100,WALM071,Lufkin,Fashion accessories,$81.00 ,1,8/12/2020,5:36:00 PM,Credit card,7,0.33,$81.00 ,$26.73 
5101,WALM059,Pflugerville,Home and lifestyle,$75.00 ,1,16/10/23,8:57:00 PM,Credit card,6,0.33,$75.00 ,$24.75 
5102,WALM062,Galveston,Fashion accessories,$64.00 ,2,12/8/2023,3:22:00 PM,Credit card,7,0.33,$128.00 ,$42.24 
5103,WALM072,Lancaster,Home and lifestyle,$45.00 ,2,9/12/2021,4:46:00 PM,Credit card,6,0.33,$90.00 ,$29.70 
5104,WALM059,Pflugerville,Fashion accessories,$42.00 ,1,14/11/23,3:26:00 PM,Credit card,7,0.33,$42.00 ,$13.86 
5105,WALM023,Midland,Home and lifestyle,$38.00 ,2,21/10/21,3:52:00 PM,Credit card,8,0.48,$76.00 ,$36.48 
5106,WALM008,Corpus Christi,Fashion accessories,$56.00 ,1,15/08/23,7:27:00 PM,Credit card,4,0.48,$56.00 ,$26.88 
5107,WALM093,Angleton,Home and lifestyle,$74.00 ,2,21/10/20,4:38:00 PM,Credit card,6,0.33,$148.00 ,$48.84 
5108,WALM002,Dallas,Fashion accessories,$38.00 ,1,16/09/21,5:48:00 PM,Credit card,9,0.36,$38.00 ,$13.68 
5109,WALM094,Alamo,Home and lifestyle,$33.00 ,2,18/10/23,5:57:00 PM,Credit card,5,0.33,$66.00 ,$21.78 
5110,WALM072,Lancaster,Fashion accessories,$33.00 ,3,10/12/2023,4:57:00 PM,Credit card,5,0.33,$99.00 ,$32.67 
5111,WALM069,Rockwall,Home and lifestyle,$62.00 ,3,31/08/20,5:16:00 PM,Credit card,9,0.33,$186.00 ,$61.38 
5112,WALM090,Brownwood,Fashion accessories,$29.00 ,1,21/09/21,5:22:00 PM,Credit card,7,0.33,$29.00 ,$9.57 
5113,WALM023,Midland,Home and lifestyle,$29.00 ,2,16/08/20,6:29:00 PM,Credit card,5,0.48,$58.00 ,$27.84 
5114,WALM051,New Braunfels,Fashion accessories,$36.00 ,1,27/08/22,8:31:00 PM,Credit card,7,0.57,$36.00 ,$20.52 
5115,WALM060,DeSoto,Home and lifestyle,$65.00 ,1,4/8/2023,5:11:00 PM,Credit card,6,0.33,$65.00 ,$21.45 
5116,WALM083,Farmers Branch,Fashion accessories,$28.00 ,3,14/12/22,7:44:00 PM,Credit card,7,0.33,$84.00 ,$27.72 
5117,WALM028,Odessa,Home and lifestyle,$71.00 ,3,9/12/2020,6:22:00 PM,Credit card,5,0.48,$213.00 ,$102.24 
5118,WALM061,Cedar Park,Fashion accessories,$19.00 ,1,8/11/2021,7:31:00 PM,Credit card,5,0.33,$19.00 ,$6.27 
5119,WALM017,McKinney,Home and lifestyle,$33.00 ,1,3/12/2022,7:11:00 PM,Credit card,9,0.48,$33.00 ,$15.84 
5120,WALM047,Flower Mound,Fashion accessories,$43.00 ,1,14/08/23,4:39:00 PM,Credit card,4,0.48,$43.00 ,$20.64 
5121,WALM093,Angleton,Home and lifestyle,$59.00 ,1,6/9/2022,6:19:00 PM,Credit card,7,0.33,$59.00 ,$19.47 
5122,WALM090,Brownwood,Fashion accessories,$30.00 ,2,5/12/2022,3:16:00 PM,Credit card,6,0.33,$60.00 ,$19.80 
5123,WALM085,Kerrville,Home and lifestyle,$62.00 ,1,21/08/22,7:11:00 PM,Credit card,4,0.33,$62.00 ,$20.46 
5124,WALM085,Kerrville,Fashion accessories,$68.00 ,1,13/08/20,4:01:00 PM,Credit card,7,0.33,$68.00 ,$22.44 
5125,WALM034,College Station,Home and lifestyle,$38.00 ,1,26/08/23,3:02:00 PM,Credit card,8,0.48,$38.00 ,$18.24 
5126,WALM020,Killeen,Fashion accessories,$48.00 ,2,28/12/21,7:16:00 PM,Credit card,5,0.48,$96.00 ,$46.08 
5127,WALM023,Midland,Home and lifestyle,$78.00 ,1,4/12/2021,7:11:00 PM,Credit card,5,0.48,$78.00 ,$37.44 
5128,WALM076,Huntsville,Fashion accessories,$37.00 ,1,9/11/2022,5:09:00 PM,Credit card,6,0.33,$37.00 ,$12.21 
5129,WALM100,Canyon,Home and lifestyle,$61.00 ,3,10/10/2020,8:25:00 PM,Credit card,4,0.18,$183.00 ,$32.94 
5130,WALM091,Little Elm,Fashion accessories,$32.00 ,3,25/12/21,3:49:00 PM,Credit card,4,0.33,$96.00 ,$31.68 
5131,WALM088,Cleburne,Home and lifestyle,$65.00 ,1,2/11/2022,6:10:00 PM,Credit card,8,0.33,$65.00 ,$21.45 
5132,WALM026,Denton,Fashion accessories,$20.00 ,2,3/10/2021,8:25:00 PM,Credit card,8,0.48,$40.00 ,$19.20 
